	data	label
42054	[-1. -1.  1. ...  0.  0.  0.]	51
42055	[1. 1. 1. ... 0. 0. 0.]	77
42056	[-1. -1.  1. ...  0.  0.  0.]	39
42057	[-1.  1.  1. ...  0.  0.  0.]	4
42058	[ 1. -1. -1. ...  0.  0.  0.]	74
42059	[-1.  1.  1. ...  0.  0.  0.]	29
42060	[ 1. -1.  1. ...  0.  0.  0.]	4
42061	[1. 1. 1. ... 0. 0. 0.]	23
42062	[ 1. -1.  1. ...  0.  0.  0.]	22
42063	[ 1. -1.  1. ...  0.  0.  0.]	77
42064	[ 1. -1.  1. ...  0.  0.  0.]	0
42065	[-1. -1.  1. ...  0.  0.  0.]	72
42066	[-1. -1.  1. ...  0.  0.  0.]	61
42067	[ 1.  1. -1. ...  0.  0.  0.]	59
42068	[-1.  1. -1. ...  0.  0.  0.]	59
42069	[1. 1. 1. ... 0. 0. 0.]	62
42070	[ 1. -1.  1. ...  0.  0.  0.]	6
42071	[ 1. -1.  1. ...  1.  1. -1.]	34
42072	[ 1. -1. -1. ...  0.  0.  0.]	14
42073	[ 1. -1.  1. ...  0.  0.  0.]	25
42074	[-1. -1. -1. ...  0.  0.  0.]	68
42075	[ 1.  1. -1. ...  0.  0.  0.]	65
42076	[ 1.  1. -1. ... -1. -1. -1.]	13
42077	[1. 1. 1. ... 0. 0. 0.]	8
42078	[ 1. -1.  1. ...  0.  0.  0.]	7
42079	[ 1. -1. -1. ...  0.  0.  0.]	30
42080	[-1.  1. -1. ...  0.  0.  0.]	62
42081	[-1.  1. -1. ...  0.  0.  0.]	84
42082	[-1.  1.  1. ...  0.  0.  0.]	34
42083	[-1.  1.  1. ...  0.  0.  0.]	6
42084	[-1. -1.  1. ... -1. -1. -1.]	52
42085	[-1. -1. -1. ... -1. -1. -1.]	58
42086	[-1. -1.  1. ... -1. -1. -1.]	83
42087	[-1. -1.  1. ... -1. -1. -1.]	48
42088	[ 1.  1.  1. ... -1. -1. -1.]	49
42089	[-1. -1. -1. ...  0.  0.  0.]	50
42090	[ 1. -1.  1. ...  0.  0.  0.]	55
42091	[ 1.  1. -1. ...  0.  0.  0.]	33
42092	[-1.  1. -1. ...  0.  0.  0.]	3
42093	[ 1. -1. -1. ... -1. -1. -1.]	56
42094	[ 1. -1. -1. ...  0.  0.  0.]	63
42095	[ 1.  1. -1. ... -1. -1. -1.]	80
42096	[-1.  1. -1. ...  0.  0.  0.]	92
42097	[-1.  1.  1. ...  0.  0.  0.]	39
42098	[ 1. -1.  1. ...  1. -1. -1.]	48
42099	[ 1. -1.  1. ...  0.  0.  0.]	7
42100	[ 1. -1. -1. ... -1. -1. -1.]	48
42101	[1. 1. 1. ... 0. 0. 0.]	92
42102	[ 1.  1.  1. ... -1. -1. -1.]	45
42103	[ 1. -1.  1. ...  0.  0.  0.]	2
42104	[ 1. -1.  1. ...  0.  0.  0.]	37
42105	[ 1. -1. -1. ...  0.  0.  0.]	88
42106	[ 1. -1.  1. ...  0.  0.  0.]	0
42107	[ 1.  1. -1. ...  0.  0.  0.]	35
42108	[1. 1. 1. ... 0. 0. 0.]	74
42109	[ 1. -1.  1. ... -1. -1. -1.]	48
42110	[ 1. -1.  1. ...  0.  0.  0.]	43
42111	[-1.  1. -1. ...  0.  0.  0.]	67
42112	[ 1. -1. -1. ...  0.  0.  0.]	2
42113	[ 1. -1.  1. ... -1. -1. -1.]	68
42114	[ 1. -1.  1. ... -1. -1. -1.]	20
42115	[ 1.  1. -1. ...  0.  0.  0.]	41
42116	[ 1. -1.  1. ...  0.  0.  0.]	3
42117	[ 1. -1.  1. ...  0.  0.  0.]	41
42118	[-1.  1. -1. ...  0.  0.  0.]	34
42119	[-1.  1.  1. ... -1.  1.  1.]	85
42120	[ 1.  1. -1. ... -1. -1.  1.]	48
42121	[-1.  1. -1. ... -1. -1. -1.]	20
42122	[ 1.  1. -1. ...  0.  0.  0.]	7
42123	[ 1.  1. -1. ...  0.  0.  0.]	83
42124	[-1. -1.  1. ...  0.  0.  0.]	64
42125	[ 1. -1. -1. ...  0.  0.  0.]	29
42126	[-1. -1. -1. ...  0.  0.  0.]	93
42127	[ 1. -1.  1. ... -1. -1. -1.]	34
42128	[-1. -1.  1. ...  0.  0.  0.]	81
42129	[-1.  1.  1. ...  1. -1. -1.]	34
42130	[ 1.  1. -1. ... -1. -1. -1.]	69
42131	[ 1.  1. -1. ... -1. -1. -1.]	10
42132	[-1.  1.  1. ...  0.  0.  0.]	93
42133	[1. 1. 1. ... 0. 0. 0.]	18
42134	[ 1. -1.  1. ... -1. -1. -1.]	13
42135	[ 1.  1.  1. ... -1. -1.  1.]	20
42136	[ 1.  1. -1. ...  0.  0.  0.]	77
42137	[1. 1. 1. ... 0. 0. 0.]	12
42138	[ 1. -1. -1. ... -1. -1. -1.]	56
42139	[-1.  1. -1. ...  0.  0.  0.]	75
42140	[1. 1. 1. ... 0. 0. 0.]	8
42141	[ 1.  1. -1. ...  0.  0.  0.]	82
42142	[-1.  1. -1. ... -1. -1. -1.]	17
42143	[ 1. -1.  1. ...  0.  0.  0.]	89
42144	[ 1. -1. -1. ... -1. -1. -1.]	42
42145	[1. 1. 1. ... 0. 0. 0.]	78
42146	[1. 1. 1. ... 0. 0. 0.]	1
42147	[ 1.  1. -1. ...  0.  0.  0.]	40
42148	[ 1. -1.  1. ...  0.  0.  0.]	23
42149	[-1.  1. -1. ... -1. -1. -1.]	91
42150	[ 1. -1.  1. ...  0.  0.  0.]	25
42151	[ 1. -1.  1. ...  0.  0.  0.]	24
42152	[ 1.  1. -1. ... -1. -1. -1.]	44
42153	[ 1.  1. -1. ...  0.  0.  0.]	31
42154	[-1.  1.  1. ...  0.  0.  0.]	88
42155	[1. 1. 1. ... 0. 0. 0.]	43
42156	[-1.  1.  1. ...  0.  0.  0.]	20
42157	[ 1.  1. -1. ...  0.  0.  0.]	19
42158	[-1.  1.  1. ...  0.  0.  0.]	88
42159	[ 1.  1. -1. ...  0.  0.  0.]	88
42160	[ 1. -1.  1. ...  0.  0.  0.]	94
42161	[ 1. -1. -1. ...  0.  0.  0.]	34
42162	[1. 1. 1. ... 0. 0. 0.]	81
42163	[ 1. -1.  1. ...  0.  0.  0.]	40
42164	[-1.  1. -1. ...  0.  0.  0.]	6
42165	[ 1. -1.  1. ... -1. -1. -1.]	21
42166	[-1. -1.  1. ...  0.  0.  0.]	88
42167	[-1.  1.  1. ...  0.  0.  0.]	65
42168	[ 1.  1. -1. ... -1. -1. -1.]	13
42169	[ 1. -1. -1. ...  0.  0.  0.]	40
42170	[1. 1. 1. ... 0. 0. 0.]	61
42171	[1. 1. 1. ... 0. 0. 0.]	66
42172	[ 1.  1. -1. ...  0.  0.  0.]	88
42173	[1. 1. 1. ... 0. 0. 0.]	73
42174	[-1. -1.  1. ...  0.  0.  0.]	87
42175	[ 1. -1.  1. ...  0.  0.  0.]	0
42176	[ 1. -1.  1. ...  1. -1. -1.]	24
42177	[ 1. -1.  1. ...  0.  0.  0.]	41
42178	[1. 1. 1. ... 0. 0. 0.]	22
42179	[ 1. -1.  1. ...  0.  0.  0.]	2
42180	[ 1. -1. -1. ...  0.  0.  0.]	22
42181	[ 1. -1. -1. ...  0.  0.  0.]	3
42182	[-1.  1.  1. ...  0.  0.  0.]	77
42183	[-1.  1.  1. ...  0.  0.  0.]	34
42184	[-1.  1.  1. ...  0.  0.  0.]	30
42185	[ 1.  1. -1. ...  0.  0.  0.]	88
42186	[ 1. -1. -1. ...  0.  0.  0.]	23
42187	[-1.  1. -1. ... -1. -1. -1.]	80
42188	[ 1.  1. -1. ...  0.  0.  0.]	15
42189	[ 1.  1. -1. ...  0.  0.  0.]	53
42190	[-1.  1.  1. ...  0.  0.  0.]	82
42191	[-1.  1.  1. ...  0.  0.  0.]	37
42192	[ 1. -1.  1. ... -1. -1. -1.]	69
42193	[ 1. -1.  1. ...  0.  0.  0.]	0
42194	[ 1. -1. -1. ...  0.  0.  0.]	4
42195	[-1.  1. -1. ...  0.  0.  0.]	16
42196	[-1. -1.  1. ...  0.  0.  0.]	50
42197	[ 1. -1. -1. ...  0.  0.  0.]	59
42198	[-1. -1.  1. ... -1. -1. -1.]	21
42199	[-1.  1. -1. ...  0.  0.  0.]	88
42200	[ 1.  1.  1. ... -1. -1. -1.]	17
42201	[ 1. -1. -1. ...  0.  0.  0.]	5
42202	[1. 1. 1. ... 0. 0. 0.]	68
42203	[ 1. -1. -1. ...  0.  0.  0.]	26
42204	[ 1. -1. -1. ...  0.  0.  0.]	79
42205	[ 1. -1.  1. ...  0.  0.  0.]	1
42206	[ 1. -1. -1. ...  0.  0.  0.]	16
42207	[1. 1. 1. ... 0. 0. 0.]	64
42208	[1. 1. 1. ... 0. 0. 0.]	51
42209	[-1. -1.  1. ... -1. -1. -1.]	49
42210	[1. 1. 1. ... 0. 0. 0.]	61
42211	[ 1. -1.  1. ...  0.  0.  0.]	87
42212	[ 1. -1.  1. ...  0.  0.  0.]	26
42213	[-1.  1. -1. ...  0.  0.  0.]	90
42214	[ 1.  1. -1. ...  0.  0.  0.]	51
42215	[-1.  1.  1. ... -1. -1. -1.]	33
42216	[-1. -1.  1. ...  0.  0.  0.]	57
42217	[ 1.  1. -1. ...  0.  0.  0.]	43
42218	[ 1. -1. -1. ...  0.  0.  0.]	76
42219	[-1.  1. -1. ...  0.  0.  0.]	38
42220	[-1.  1.  1. ...  0.  0.  0.]	64
42221	[ 1. -1.  1. ...  0.  0.  0.]	43
42222	[-1. -1. -1. ... -1. -1. -1.]	60
42223	[-1. -1.  1. ... -1. -1. -1.]	52
42224	[ 1.  1. -1. ...  0.  0.  0.]	65
42225	[ 1.  1. -1. ...  0.  0.  0.]	7
42226	[1. 1. 1. ... 0. 0. 0.]	43
42227	[ 1. -1.  1. ... -1. -1. -1.]	17
42228	[ 1. -1. -1. ...  0.  0.  0.]	8
42229	[-1.  1.  1. ...  0.  0.  0.]	54
42230	[ 1. -1. -1. ...  0.  0.  0.]	92
42231	[1. 1. 1. ... 0. 0. 0.]	87
42232	[ 1.  1. -1. ...  0.  0.  0.]	62
42233	[ 1.  1. -1. ... -1. -1. -1.]	13
42234	[ 1. -1.  1. ...  0.  0.  0.]	76
42235	[ 1. -1. -1. ...  0.  0.  0.]	94
42236	[-1.  1. -1. ...  0.  0.  0.]	28
42237	[ 1.  1. -1. ...  0.  0.  0.]	78
42238	[-1. -1.  1. ...  0.  0.  0.]	53
42239	[ 1.  1. -1. ...  0.  0.  0.]	72
42240	[-1.  1. -1. ...  0.  0.  0.]	56
42241	[ 1.  1. -1. ...  0.  0.  0.]	12
42242	[1. 1. 1. ... 0. 0. 0.]	26
42243	[-1. -1. -1. ... -1. -1. -1.]	91
42244	[ 1. -1. -1. ...  0.  0.  0.]	55
42245	[ 1. -1.  1. ...  0.  0.  0.]	1
42246	[1. 1. 1. ... 0. 0. 0.]	74
42247	[-1.  1. -1. ...  0.  0.  0.]	87
42248	[ 1.  1. -1. ...  0.  0.  0.]	72
42249	[ 1. -1.  1. ...  0.  0.  0.]	2
42250	[ 1.  1.  1. ... -1. -1. -1.]	80
42251	[ 1. -1.  1. ...  0.  0.  0.]	0
42252	[ 1. -1. -1. ...  0.  0.  0.]	93
42253	[ 1.  1. -1. ...  0.  0.  0.]	31
42254	[1. 1. 1. ... 0. 0. 0.]	63
42255	[ 1. -1.  1. ...  0.  0.  0.]	6
42256	[-1. -1.  1. ...  0.  0.  0.]	88
42257	[ 1.  1. -1. ... -1. -1. -1.]	67
42258	[-1.  1. -1. ...  0.  0.  0.]	43
42259	[ 1. -1.  1. ...  1. -1. -1.]	20
42260	[ 1. -1.  1. ...  0.  0.  0.]	33
42261	[-1.  1.  1. ... -1. -1.  1.]	83
42262	[1. 1. 1. ... 0. 0. 0.]	40
42263	[ 1. -1. -1. ...  0.  0.  0.]	8
42264	[-1.  1. -1. ...  0.  0.  0.]	37
42265	[ 1.  1. -1. ...  0.  0.  0.]	4
42266	[1. 1. 1. ... 0. 0. 0.]	42
42267	[ 1.  1. -1. ...  0.  0.  0.]	35
42268	[-1.  1. -1. ...  0.  0.  0.]	62
42269	[ 1.  1. -1. ...  0.  0.  0.]	79
42270	[ 1.  1. -1. ...  0.  0.  0.]	39
42271	[ 1.  1. -1. ...  0.  0.  0.]	92
42272	[-1. -1.  1. ...  0.  0.  0.]	28
42273	[ 1. -1.  1. ...  0.  0.  0.]	7
42274	[ 1.  1. -1. ...  0.  0.  0.]	11
42275	[ 1. -1. -1. ...  0.  0.  0.]	54
42276	[ 1. -1.  1. ...  0.  0.  0.]	25
42277	[-1.  1.  1. ...  0.  0.  0.]	77
42278	[ 1. -1. -1. ... -1. -1. -1.]	73
42279	[ 1. -1. -1. ...  0.  0.  0.]	40
42280	[-1. -1. -1. ...  0.  0.  0.]	76
42281	[ 1. -1.  1. ... -1.  1. -1.]	58
42282	[ 1. -1.  1. ...  0.  0.  0.]	24
42283	[-1. -1. -1. ...  0.  0.  0.]	75
42284	[-1. -1. -1. ...  0.  0.  0.]	79
42285	[ 1. -1.  1. ...  0.  0.  0.]	74
42286	[-1.  1.  1. ...  0.  0.  0.]	93
42287	[1. 1. 1. ... 0. 0. 0.]	81
42288	[-1.  1.  1. ... -1. -1. -1.]	91
42289	[-1.  1. -1. ...  0.  0.  0.]	57
42290	[ 1. -1.  1. ...  0.  0.  0.]	82
42291	[ 1.  1.  1. ... -1. -1.  1.]	60
42292	[ 1. -1.  1. ...  0.  0.  0.]	7
42293	[ 1. -1. -1. ... -1. -1. -1.]	44
42294	[-1.  1.  1. ... -1. -1. -1.]	45
42295	[-1.  1. -1. ...  0.  0.  0.]	71
42296	[1. 1. 1. ... 0. 0. 0.]	53
42297	[-1.  1.  1. ...  0.  0.  0.]	87
42298	[ 1. -1. -1. ...  0.  0.  0.]	15
42299	[ 1.  1. -1. ...  1. -1. -1.]	44
42300	[ 1.  1. -1. ...  0.  0.  0.]	40
42301	[-1.  1.  1. ...  0.  0.  0.]	59
42302	[-1. -1.  1. ... -1. -1. -1.]	58
42303	[ 1. -1. -1. ...  0.  0.  0.]	46
42304	[-1.  1.  1. ... -1. -1. -1.]	52
42305	[ 1. -1.  1. ...  0.  0.  0.]	11
42306	[-1.  1.  1. ... -1. -1. -1.]	20
42307	[ 1. -1. -1. ...  0.  0.  0.]	65
42308	[ 1. -1.  1. ...  0.  0.  0.]	88
42309	[-1.  1. -1. ...  0.  0.  0.]	11
42310	[1. 1. 1. ... 0. 0. 0.]	5
42311	[-1.  1. -1. ...  0.  0.  0.]	47
42312	[1. 1. 1. ... 0. 0. 0.]	77
42313	[-1.  1. -1. ...  0.  0.  0.]	30
42314	[ 1.  1. -1. ... -1. -1. -1.]	49
42315	[-1.  1.  1. ...  0.  0.  0.]	74
42316	[ 1. -1.  1. ...  0.  0.  0.]	8
42317	[-1.  1.  1. ...  0.  0.  0.]	84
42318	[ 1. -1. -1. ...  0.  0.  0.]	12
42319	[ 1. -1.  1. ...  0.  0.  0.]	9
42320	[-1. -1.  1. ...  0.  0.  0.]	89
42321	[-1.  1.  1. ...  0.  0.  0.]	43
42322	[ 1. -1.  1. ...  0.  0.  0.]	37
42323	[-1. -1.  1. ...  0.  0.  0.]	51
42324	[ 1.  1. -1. ... -1. -1. -1.]	49
42325	[ 1. -1. -1. ...  0.  0.  0.]	29
42326	[1. 1. 1. ... 0. 0. 0.]	56
42327	[ 1.  1. -1. ...  0.  0.  0.]	24
42328	[-1.  1. -1. ...  0.  0.  0.]	8
42329	[ 1. -1. -1. ...  0.  0.  0.]	37
42330	[ 1. -1.  1. ...  0.  0.  0.]	15
42331	[ 1. -1. -1. ...  0.  0.  0.]	5
42332	[ 1. -1.  1. ... -1. -1. -1.]	85
42333	[ 1. -1.  1. ...  0.  0.  0.]	89
42334	[-1.  1. -1. ...  0.  0.  0.]	64
42335	[-1.  1.  1. ...  1. -1. -1.]	80
42336	[1. 1. 1. ... 0. 0. 0.]	82
42337	[ 1. -1. -1. ... -1.  1. -1.]	69
42338	[1. 1. 1. ... 0. 0. 0.]	74
42339	[ 1. -1.  1. ...  0.  0.  0.]	11
42340	[ 1. -1.  1. ...  0.  0.  0.]	64
42341	[ 1.  1. -1. ...  0.  0.  0.]	35
42342	[-1. -1.  1. ...  0.  0.  0.]	78
42343	[-1. -1. -1. ... -1. -1. -1.]	58
42344	[ 1.  1. -1. ...  0.  0.  0.]	51
42345	[1. 1. 1. ... 0. 0. 0.]	16
42346	[-1.  1. -1. ...  0.  0.  0.]	67
42347	[-1.  1.  1. ... -1. -1. -1.]	80
42348	[ 1. -1. -1. ...  0.  0.  0.]	39
42349	[ 1.  1. -1. ...  0.  0.  0.]	6
42350	[ 1. -1.  1. ...  0.  0.  0.]	22
42351	[ 1. -1.  1. ...  0.  0.  0.]	46
42352	[ 1.  1. -1. ...  0.  0.  0.]	20
42353	[-1.  1.  1. ...  0.  0.  0.]	54
42354	[-1. -1. -1. ...  0.  0.  0.]	72
42355	[ 1. -1.  1. ...  0.  0.  0.]	43
42356	[-1. -1.  1. ...  0.  0.  0.]	39
42357	[ 1.  1.  1. ... -1. -1.  1.]	45
42358	[ 1.  1. -1. ...  0.  0.  0.]	50
42359	[-1.  1.  1. ...  0.  0.  0.]	46
42360	[-1. -1.  1. ... -1. -1. -1.]	47
42361	[ 1. -1.  1. ... -1. -1. -1.]	42
42362	[-1.  1.  1. ...  0.  0.  0.]	31
42363	[ 1. -1.  1. ...  0.  0.  0.]	87
42364	[-1. -1.  1. ...  0.  0.  0.]	22
42365	[1. 1. 1. ... 0. 0. 0.]	23
42366	[ 1. -1.  1. ...  0.  0.  0.]	29
42367	[-1.  1.  1. ...  0.  0.  0.]	43
42368	[ 1.  1. -1. ...  0.  0.  0.]	41
42369	[ 1. -1.  1. ...  0.  0.  0.]	3
42370	[ 1.  1. -1. ...  0.  0.  0.]	20
42371	[ 1.  1. -1. ...  0.  0.  0.]	93
42372	[-1.  1.  1. ...  0.  0.  0.]	88
42373	[ 1. -1. -1. ...  0.  0.  0.]	3
42374	[ 1.  1. -1. ...  0.  0.  0.]	68
42375	[ 1. -1.  1. ...  0.  0.  0.]	16
42376	[-1.  1.  1. ...  0.  0.  0.]	50
42377	[ 1. -1.  1. ...  0.  0.  0.]	93
42378	[ 1. -1.  1. ...  0.  0.  0.]	7
42379	[-1.  1. -1. ...  0.  0.  0.]	38
42380	[-1.  1. -1. ...  0.  0.  0.]	74
42381	[ 1.  1. -1. ...  0.  0.  0.]	82
42382	[1. 1. 1. ... 0. 0. 0.]	6
42383	[-1. -1.  1. ...  0.  0.  0.]	26
42384	[-1.  1.  1. ...  0.  0.  0.]	40
42385	[ 1. -1.  1. ...  0.  0.  0.]	19
42386	[ 1.  1. -1. ...  0.  0.  0.]	18
42387	[ 1.  1.  1. ... -1. -1.  1.]	68
42388	[-1.  1.  1. ...  0.  0.  0.]	38
42389	[ 1. -1.  1. ...  0.  0.  0.]	14
42390	[1. 1. 1. ... 0. 0. 0.]	38
42391	[ 1. -1.  1. ...  0.  0.  0.]	25
42392	[-1.  1.  1. ...  0.  0.  0.]	53
42393	[-1. -1.  1. ... -1. -1. -1.]	54
42394	[-1.  1.  1. ...  0.  0.  0.]	88
42395	[ 1. -1. -1. ... -1. -1. -1.]	13
42396	[ 1.  1. -1. ...  0.  0.  0.]	11
42397	[ 1. -1.  1. ... -1. -1. -1.]	83
42398	[ 1. -1. -1. ...  0.  0.  0.]	88
42399	[ 1. -1. -1. ...  0.  0.  0.]	8
42400	[ 1. -1.  1. ...  0.  0.  0.]	43
42401	[ 1.  1. -1. ... -1. -1. -1.]	52
42402	[-1.  1. -1. ...  0.  0.  0.]	39
42403	[-1.  1.  1. ...  0.  0.  0.]	32
42404	[-1.  1. -1. ...  0.  0.  0.]	40
42405	[-1.  1.  1. ...  0.  0.  0.]	89
42406	[ 1. -1. -1. ...  0.  0.  0.]	26
42407	[ 1.  1. -1. ...  0.  0.  0.]	46
42408	[-1.  1. -1. ...  0.  0.  0.]	86
42409	[ 1. -1.  1. ...  0.  0.  0.]	16
42410	[1. 1. 1. ... 0. 0. 0.]	22
42411	[-1.  1.  1. ... -1. -1. -1.]	49
42412	[-1. -1.  1. ...  0.  0.  0.]	94
42413	[-1.  1.  1. ...  0.  0.  0.]	55
42414	[ 1.  1. -1. ...  0.  0.  0.]	59
42415	[ 1. -1. -1. ... -1. -1. -1.]	58
42416	[ 1.  1. -1. ...  0.  0.  0.]	56
42417	[-1.  1.  1. ...  0.  0.  0.]	28
42418	[ 1.  1. -1. ...  0.  0.  0.]	32
42419	[-1.  1. -1. ...  0.  0.  0.]	57
42420	[ 1. -1.  1. ...  0.  0.  0.]	82
42421	[ 1.  1. -1. ...  0.  0.  0.]	41
42422	[ 1.  1.  1. ... -1. -1. -1.]	49
42423	[ 1.  1. -1. ...  0.  0.  0.]	17
42424	[ 1.  1.  1. ...  1.  1. -1.]	20
42425	[ 1. -1.  1. ...  0.  0.  0.]	50
42426	[-1.  1. -1. ...  0.  0.  0.]	59
42427	[ 1. -1.  1. ... -1. -1. -1.]	9
42428	[1. 1. 1. ... 0. 0. 0.]	90
42429	[ 1. -1.  1. ...  0.  0.  0.]	66
42430	[1. 1. 1. ... 0. 0. 0.]	36
42431	[1. 1. 1. ... 0. 0. 0.]	40
42432	[-1.  1. -1. ... -1. -1. -1.]	21
42433	[1. 1. 1. ... 0. 0. 0.]	50
42434	[ 1. -1.  1. ...  0.  0.  0.]	8
42435	[ 1. -1.  1. ... -1. -1. -1.]	33
42436	[ 1. -1.  1. ...  0.  0.  0.]	93
42437	[-1.  1. -1. ...  0.  0.  0.]	82
42438	[-1.  1. -1. ...  0.  0.  0.]	84
42439	[ 1.  1. -1. ...  0.  0.  0.]	36
42440	[ 1.  1.  1. ... -1. -1. -1.]	85
42441	[-1.  1.  1. ... -1. -1.  1.]	47
42442	[ 1. -1.  1. ... -1. -1. -1.]	47
42443	[ 1.  1. -1. ...  0.  0.  0.]	4
42444	[ 1. -1. -1. ...  0.  0.  0.]	22
42445	[-1.  1. -1. ...  0.  0.  0.]	30
42446	[-1. -1.  1. ...  0.  0.  0.]	56
42447	[ 1. -1.  1. ...  0.  0.  0.]	7
42448	[ 1. -1. -1. ...  0.  0.  0.]	86
42449	[ 1. -1.  1. ... -1. -1. -1.]	85
42450	[-1.  1. -1. ...  0.  0.  0.]	53
42451	[-1. -1.  1. ...  0.  0.  0.]	30
42452	[ 1. -1. -1. ...  0.  0.  0.]	4
42453	[-1.  1. -1. ... -1. -1. -1.]	47
42454	[-1. -1. -1. ...  0.  0.  0.]	70
42455	[ 1. -1. -1. ...  0.  0.  0.]	0
42456	[-1.  1.  1. ...  0.  0.  0.]	56
42457	[ 1. -1.  1. ...  0.  0.  0.]	2
42458	[ 1. -1.  1. ...  0.  0.  0.]	32
42459	[-1.  1. -1. ...  0.  0.  0.]	62
42460	[-1. -1. -1. ... -1. -1. -1.]	60
42461	[ 1. -1.  1. ...  0.  0.  0.]	78
42462	[-1.  1. -1. ...  0.  0.  0.]	14
42463	[ 1. -1. -1. ...  0.  0.  0.]	30
42464	[-1.  1.  1. ...  0.  0.  0.]	72
42465	[ 1.  1.  1. ... -1. -1. -1.]	29
42466	[1. 1. 1. ... 0. 0. 0.]	55
42467	[ 1. -1.  1. ...  0.  0.  0.]	3
42468	[ 1. -1.  1. ...  0.  0.  0.]	64
42469	[-1. -1.  1. ...  0.  0.  0.]	27
42470	[ 1. -1. -1. ...  0.  0.  0.]	75
42471	[ 1. -1.  1. ...  0.  0.  0.]	68
42472	[-1.  1. -1. ...  0.  0.  0.]	72
42473	[ 1.  1. -1. ...  0.  0.  0.]	37
42474	[ 1. -1.  1. ... -1. -1. -1.]	58
42475	[-1.  1.  1. ...  0.  0.  0.]	93
42476	[ 1. -1.  1. ...  0.  0.  0.]	34
42477	[ 1. -1. -1. ...  0.  0.  0.]	0
42478	[-1.  1. -1. ...  0.  0.  0.]	25
42479	[ 1. -1. -1. ...  0.  0.  0.]	37
42480	[-1.  1. -1. ... -1.  1. -1.]	69
42481	[-1. -1.  1. ... -1. -1.  1.]	67
42482	[ 1.  1. -1. ...  0.  0.  0.]	76
42483	[ 1. -1.  1. ...  0.  0.  0.]	12
42484	[ 1.  1. -1. ...  0.  0.  0.]	35
42485	[ 1. -1.  1. ...  0.  0.  0.]	13
42486	[-1.  1. -1. ...  0.  0.  0.]	39
42487	[-1.  1. -1. ...  0.  0.  0.]	55
42488	[-1.  1. -1. ...  0.  0.  0.]	15
42489	[-1. -1.  1. ...  0.  0.  0.]	11
42490	[-1. -1. -1. ...  0.  0.  0.]	81
42491	[ 1.  1. -1. ... -1. -1. -1.]	13
42492	[ 1.  1. -1. ...  0.  0.  0.]	26
42493	[-1. -1.  1. ...  0.  0.  0.]	90
42494	[ 1. -1.  1. ...  0.  0.  0.]	78
42495	[ 1. -1.  1. ... -1. -1. -1.]	21
42496	[-1.  1.  1. ... -1. -1. -1.]	13
42497	[ 1.  1. -1. ...  0.  0.  0.]	62
42498	[-1.  1.  1. ...  0.  0.  0.]	68
42499	[1. 1. 1. ... 0. 0. 0.]	32
42500	[ 1. -1. -1. ...  0.  0.  0.]	4
42501	[1. 1. 1. ... 0. 0. 0.]	11
42502	[ 1. -1.  1. ...  0.  0.  0.]	12
42503	[ 1. -1.  1. ...  0.  0.  0.]	41
42504	[ 1.  1. -1. ...  0.  0.  0.]	32
42505	[-1.  1.  1. ...  0.  0.  0.]	88
42506	[ 1.  1. -1. ...  0.  0.  0.]	27
42507	[-1.  1. -1. ... -1. -1. -1.]	44
42508	[ 1.  1. -1. ...  0.  0.  0.]	3
42509	[ 1.  1.  1. ... -1. -1. -1.]	47
42510	[ 1.  1. -1. ...  0.  0.  0.]	53
42511	[ 1. -1. -1. ... -1.  1. -1.]	47
42512	[-1. -1. -1. ...  0.  0.  0.]	73
42513	[ 1.  1. -1. ...  0.  0.  0.]	88
42514	[-1.  1.  1. ... -1. -1. -1.]	73
42515	[1. 1. 1. ... 0. 0. 0.]	46
42516	[ 1. -1. -1. ...  0.  0.  0.]	2
42517	[-1.  1.  1. ...  0.  0.  0.]	46
42518	[-1. -1.  1. ...  0.  0.  0.]	19
42519	[ 1.  1.  1. ... -1. -1. -1.]	34
42520	[ 1. -1. -1. ...  0.  0.  0.]	8
42521	[ 1. -1. -1. ...  0.  0.  0.]	4
42522	[-1. -1.  1. ...  0.  0.  0.]	27
42523	[ 1. -1. -1. ...  0.  0.  0.]	1
42524	[ 1.  1. -1. ...  0.  0.  0.]	18
42525	[ 1. -1.  1. ...  0.  0.  0.]	31
42526	[ 1. -1.  1. ...  0.  0.  0.]	2
42527	[ 1.  1. -1. ...  0.  0.  0.]	68
42528	[1. 1. 1. ... 0. 0. 0.]	89
42529	[ 1. -1.  1. ...  0.  0.  0.]	74
42530	[ 1.  1. -1. ...  0.  0.  0.]	63
42531	[ 1. -1.  1. ...  0.  0.  0.]	10
42532	[ 1. -1.  1. ...  0.  0.  0.]	2
42533	[ 1. -1. -1. ...  0.  0.  0.]	30
42534	[ 1. -1.  1. ...  0.  0.  0.]	76
42535	[ 1. -1. -1. ...  0.  0.  0.]	31
42536	[ 1. -1.  1. ...  0.  0.  0.]	12
42537	[-1.  1. -1. ...  0.  0.  0.]	39
42538	[-1.  1.  1. ...  0.  0.  0.]	39
42539	[-1.  1. -1. ...  0.  0.  0.]	62
42540	[-1. -1.  1. ...  0.  0.  0.]	82
42541	[ 1.  1. -1. ...  0.  0.  0.]	93
42542	[-1.  1.  1. ...  0.  0.  0.]	41
42543	[ 1.  1. -1. ... -1. -1. -1.]	47
42544	[-1.  1.  1. ...  0.  0.  0.]	25
